"ARILINE_ICAO_CODE";"ARILINE_NAME";"ARILINE_CALL_SIGN";"AIRLINE_COUNTRY";"FLIGHT_CODE";"AIRPORT_FROM_IATA_CODE";"AIRPORT_FROM_NAME";"AIRPORT_FROM_LOCATION";"AIRPORT_TO_IATA_CODE";"AIRPORT_TO_NAME";"AIRPORT_TO_LOCATION";"FLIGHT_DISTANCE";"PILOT_NAME";"PILOT_SURNAME";"COPILOT_NAME";"COPILOT_SURNAME";"PASSENGER_FIRST_NAME";"PASSENGER_LAST_NAME";"PASSENGER_COUNTRY";"TRAVEL_CLASS";"TICKET_CODE";"TICKET_PRICE"
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB932";"VBY";"Visby Airport";"Visby, Sweden";"QHA";"Kiewit Airport";"Hasselt, Belgium";7802;"Steven";"Vollman";"Sigal";"Urman";"Luis";"Mikkilineni";"Ukraine";"ECONOMY";"AMB932/363";1470
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB932";"VBY";"Visby Airport";"Visby, Sweden";"QHA";"Kiewit Airport";"Hasselt, Belgium";7802;"Steven";"Vollman";"Sigal";"Urman";"Sigal";"Fripp";"Latvia";"ECONOMY";"AMB932/470";1470
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB932";"VBY";"Visby Airport";"Visby, Sweden";"QHA";"Kiewit Airport";"Hasselt, Belgium";7802;"Steven";"Vollman";"Sigal";"Urman";"Sigal";"Markle";"Germany";"ECONOMY";"AMB932/476";1470
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB932";"VBY";"Visby Airport";"Visby, Sweden";"QHA";"Kiewit Airport";"Hasselt, Belgium";7802;"Steven";"Vollman";"Sigal";"Urman";"Steven";"Kaufling";"Belarus";"ECONOMY";"AMB932/501";1470
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB932";"VBY";"Visby Airport";"Visby, Sweden";"QHA";"Kiewit Airport";"Hasselt, Belgium";7802;"Steven";"Vollman";"Sigal";"Urman";"Valli";"Davies";"Belgium";"FIRST";"AMB932/526";1985
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB932";"VBY";"Visby Airport";"Visby, Sweden";"QHA";"Kiewit Airport";"Hasselt, Belgium";7802;"Steven";"Vollman";"Sigal";"Urman";"Valli";"Mikkilineni";"Slovakia";"ECONOMY";"AMB932/537";1470
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB932";"VBY";"Visby Airport";"Visby, Sweden";"QHA";"Kiewit Airport";"Hasselt, Belgium";7802;"Steven";"Vollman";"Sigal";"Urman";"Valli";"Weiss";"Brazil";"ECONOMY";"AMB932/551";1470
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Alexander";"Rogers";"Belarus";"ECONOMY";"AMB101/045";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Bruce";"Rogers";"Slovakia";"BUSINESS";"AMB101/081";1331
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"David";"Errazuriz";"United Kingdom";"ECONOMY";"AMB101/121";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"David";"Fripp";"United States";"ECONOMY";"AMB101/122";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"David";"Seo";"Belarus";"ECONOMY";"AMB101/141";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"David";"Vargas";"Brazil";"ECONOMY";"AMB101/143";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Diana";"Vargas";"Slovakia";"ECONOMY";"AMB101/201";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Guy";"Mourgos";"Ukraine";"BUSINESS";"AMB101/219";1331
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Ismael";"Davies";"Germany";"FIRST";"AMB101/236";1057
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Ismael";"Marlow";"Switzerland";"ECONOMY";"AMB101/245";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Ismael";"Nayer";"Slovakia";"ECONOMY";"AMB101/249";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Ismael";"Philtanker";"Poland";"BUSINESS";"AMB101/253";1331
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"John";"Mikkilineni";"Romania";"ECONOMY";"AMB101/276";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Jose Manuel";"Fripp";"Spain";"ECONOMY";"AMB101/296";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Jose Manuel";"Mikkilineni";"Iceland";"ECONOMY";"AMB101/305";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Jose Manuel";"Weiss";"Swaziland";"FIRST";"AMB101/319";1057
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Lex";"Rajs";"Switzerland";"BUSINESS";"AMB101/341";1331
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Lex";"Stiles";"Slovakia";"ECONOMY";"AMB101/345";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Luis";"Cambrault";"Japan";"ECONOMY";"AMB101/351";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Nancy";"Mourgos";"Slovakia";"FIRST";"AMB101/393";1057
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Nancy";"Partners";"Romania";"ECONOMY";"AMB101/396";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Nancy";"Russell";"Iceland";"ECONOMY";"AMB101/401";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Neena";"Mallin";"Slovakia";"ECONOMY";"AMB101/417";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Neena";"Nayer";"Japan";"ECONOMY";"AMB101/423";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Neena";"Rogers";"Belarus";"BUSINESS";"AMB101/429";1331
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Shelli";"Fripp";"Slovakia";"ECONOMY";"AMB101/441";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Shelli";"Mourgos";"Hong Kong";"ECONOMY";"AMB101/451";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Sigal";"Mourgos";"Italy";"ECONOMY";"AMB101/480";783
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB101";"CQM";"Ciudad Real Central Airport";"Ciudad Real, Spain";"BMA";"Stockholm-Bromma Airport";"Stockholm, Sweden";3217;"Kimberely";"Kumar";"David";"King";"Steven";"Markle";"United Kingdom";"FIRST";"AMB101/505";1057
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Alexander";"Rogers";"Belarus";"BUSINESS";"AMB610/045";1464
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Bruce";"Bissot";"Romania";"ECONOMY";"AMB610/060";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Bruce";"Rogers";"Slovakia";"BUSINESS";"AMB610/081";1464
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"David";"Landry";"Sweden";"FIRST";"AMB610/126";1162
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"David";"Marlow";"Slovakia";"FIRST";"AMB610/129";1162
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Den";"Kaufling";"Slovakia";"ECONOMY";"AMB610/153";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Den";"Rajs";"Brazil";"ECONOMY";"AMB610/167";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Diana";"Cambrault";"Slovakia";"ECONOMY";"AMB610/177";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Guy";"Fripp";"Iceland";"ECONOMY";"AMB610/209";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Guy";"Vollman";"Japan";"ECONOMY";"AMB610/231";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Ismael";"Weiss";"Belarus";"BUSINESS";"AMB610/261";1464
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"John";"Ladwig";"Sweden";"ECONOMY";"AMB610/270";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Jose Manuel";"Mallin";"Poland";"ECONOMY";"AMB610/301";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Jose Manuel";"Mikkilineni";"Iceland";"ECONOMY";"AMB610/305";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Lex";"Matos";"Belarus";"FIRST";"AMB610/333";1162
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Nancy";"Markle";"Switzerland";"ECONOMY";"AMB610/389";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Neena";"Mikkilineni";"Poland";"ECONOMY";"AMB610/421";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Neena";"Nayer";"Japan";"ECONOMY";"AMB610/423";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Neena";"Patel";"India";"FIRST";"AMB610/426";1162
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Shelli";"Kaufling";"Russia";"ECONOMY";"AMB610/443";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Shelli";"Mikkilineni";"India";"ECONOMY";"AMB610/450";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Steven";"Bissot";"Japan";"BUSINESS";"AMB610/495";1464
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Steven";"Kaufling";"Belarus";"ECONOMY";"AMB610/501";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Steven";"Markle";"United Kingdom";"ECONOMY";"AMB610/505";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Valli";"Mikkilineni";"Slovakia";"ECONOMY";"AMB610/537";861
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB610";"MVQ";"Mogilev Airport";"Mogilev, Belarus";"PLH";"Plymouth City Airport";"Plymouth, United Kingdom";3742;"Karen";"Raphaely";"Nancy";"Hunold";"Valli";"Nayer";"Russia";"FIRST";"AMB610/539";1162
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Alexander";"Atkinson";"United Kingdom";"FIRST";"AMB139/001";1315
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Alexander";"Ladwig";"India";"ECONOMY";"AMB139/018";974
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Bruce";"Fripp";"Hungary";"ECONOMY";"AMB139/064";974
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Bruce";"Matos";"Italy";"FIRST";"AMB139/072";1315
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Bruce";"Rogers";"Slovakia";"FIRST";"AMB139/081";1315
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Daniel";"Matos";"Switzerland";"ECONOMY";"AMB139/101";974
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Daniel";"Vollman";"Hong Kong";"BUSINESS";"AMB139/115";1656
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"David";"Seo";"Belarus";"ECONOMY";"AMB139/141";974
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Den";"Fripp";"Swaziland";"ECONOMY";"AMB139/151";974
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Diana";"Bissot";"Spain";"BUSINESS";"AMB139/176";1656
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Diana";"Fripp";"Romania";"FIRST";"AMB139/180";1315
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Diana";"Partners";"United Kingdom";"FIRST";"AMB139/193";1315
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Diana";"Vargas";"Slovakia";"BUSINESS";"AMB139/201";1656
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Guy";"Davies";"Japan";"BUSINESS";"AMB139/207";1656
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Guy";"Rogers";"Singapore";"ECONOMY";"AMB139/226";974
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Ismael";"Bissot";"India";"ECONOMY";"AMB139/234";974
"AMB";"Deutsche Rettungsflugwacht";"CIVIL AIR AMBULANCE";"Germany";"AMB139";"LSI";"Sumburgh Airport";"Shetland, Scotland, United Kingdom";"HLY";"Anglesey Airport";"Anglesey, Wales, United Kingdom";4493;"Janette";"Bernstein";"Laura";"Mourgos";"Ismael";"Ladwig";"United Kingdom";"ECONOMY";"AMB139/241";974
